,tweet_id,rating_numerator,rating_denominator,name,date,time,stage
1674,682259524040966145,9,10,Jax,2015-12-30 00:00:00,2018-10-15 17:58:00,None 
1675,682242692827447297,11,10,Samson,2015-12-30 00:00:00,2018-10-15 16:51:00,None 
1676,682088079302213632,12,10,None,2015-12-30 00:00:00,2018-10-15 06:37:00,None 
1677,682059653698686977,11,10,Tess,2015-12-30 00:00:00,2018-10-15 04:44:00,None 
1678,682047327939461121,10,10,None,2015-12-30 00:00:00,2018-10-15 03:55:00,None 
1679,682032003584274432,11,10,Ulysses,2015-12-30 00:00:00,2018-10-15 02:54:00,None 
1680,682003177596559360,5,10,None,2015-12-30 00:00:00,2018-10-15 01:00:00,None 
1681,681981167097122816,12,10,Jimothy,2015-12-29 00:00:00,2018-10-15 23:32:00,None 
1682,681891461017812993,10,10,Charlie,2015-12-29 00:00:00,2018-10-15 17:36:00,pupper
1683,681694085539872773,11,10,Bo,2015-12-29 00:00:00,2018-10-15 04:31:00,pupper
1684,681679526984871937,7,10,None,2015-12-29 00:00:00,2018-10-15 03:33:00,pupper
1685,681654059175129088,12,10,Toffee,2015-12-29 00:00:00,2018-10-15 01:52:00,pupper
1686,681610798867845120,12,10,None,2015-12-28 00:00:00,2018-10-15 23:00:00,None 
1687,681579835668455424,8,10,Apollo,2015-12-28 00:00:00,2018-10-15 20:57:00,None 
1688,681523177663676416,12,10,Carly,2015-12-28 00:00:00,2018-10-15 17:12:00,None 
1689,681340665377193984,5,10,None,2015-12-28 00:00:00,2018-10-15 05:07:00,None 
1690,681339448655802368,9,10,Asher,2015-12-28 00:00:00,2018-10-15 05:02:00,None 
1691,681320187870711809,11,10,Glacier,2015-12-28 00:00:00,2018-10-15 03:46:00,None 
1692,681302363064414209,3,10,Chuck,2015-12-28 00:00:00,2018-10-15 02:35:00,None 
1693,681297372102656000,12,10,None,2015-12-28 00:00:00,2018-10-15 02:15:00,None 
1694,681281657291280384,11,10,Sarge,2015-12-28 00:00:00,2018-10-15 01:12:00,None 
1695,681261549936340994,9,10,Panda,2015-12-27 00:00:00,2018-10-15 23:53:00,None 
1696,681242418453299201,10,10,Champ,2015-12-27 00:00:00,2018-10-15 22:37:00,None 
1697,681231109724700672,11,10,None,2015-12-27 00:00:00,2018-10-15 21:52:00,pupper
1698,681193455364796417,11,10,Aspen,2015-12-27 00:00:00,2018-10-15 19:22:00,None 
1699,680970795137544192,9,10,None,2015-12-27 00:00:00,2018-10-15 04:37:00,None 
1700,680959110691590145,9,10,Ozzie,2015-12-27 00:00:00,2018-10-15 03:51:00,None 
1701,680940246314430465,4,10,Alice,2015-12-27 00:00:00,2018-10-15 02:36:00,None 
1702,680934982542561280,10,10,Sadie,2015-12-27 00:00:00,2018-10-15 02:15:00,None 
1703,680913438424612864,11,10,Griswold,2015-12-27 00:00:00,2018-10-15 00:49:00,None 
1704,680889648562991104,9,10,Cheesy,2015-12-26 00:00:00,2018-10-15 23:15:00,None 
1705,680836378243002368,12,10,Ellie,2015-12-26 00:00:00,2018-10-15 19:43:00,pupper
1706,680805554198020098,9,10,None,2015-12-26 00:00:00,2018-10-15 17:41:00,None 
1707,680801747103793152,10,10,None,2015-12-26 00:00:00,2018-10-15 17:25:00,None 
1708,680798457301471234,6,10,Moofasa,2015-12-26 00:00:00,2018-10-15 17:12:00,None 
1709,680609293079592961,9,10,Brody,2015-12-26 00:00:00,2018-10-15 04:41:00,None 
1710,680583894916304897,8,10,Penny,2015-12-26 00:00:00,2018-10-15 03:00:00,None 
1711,680497766108381184,12,10,Percy,2015-12-25 00:00:00,2018-10-15 21:18:00,None 
1712,680494726643068929,26,10,None,2015-12-25 00:00:00,2018-10-15 21:06:00,None 
1713,680473011644985345,10,10,Hector,2015-12-25 00:00:00,2018-10-15 19:39:00,pupper
1714,680440374763077632,11,10,None,2015-12-25 00:00:00,2018-10-15 17:30:00,None 
1715,680221482581123072,10,10,CeCe,2015-12-25 00:00:00,2018-10-15 03:00:00,None 
1716,680206703334408192,12,10,Toby,2015-12-25 00:00:00,2018-10-15 02:01:00,None 
1717,680191257256136705,11,10,None,2015-12-25 00:00:00,2018-10-15 01:00:00,pupper
1718,680176173301628928,10,10,None,2015-12-25 00:00:00,2018-10-15 00:00:00,pupper
1719,680161097740095489,12,10,Goliath,2015-12-24 00:00:00,2018-10-15 23:00:00,None 
1720,680145970311643136,10,10,Kawhi,2015-12-24 00:00:00,2018-10-15 22:00:00,pupper
1721,680130881361686529,10,10,Reggie,2015-12-24 00:00:00,2018-10-15 21:00:00,None 
1722,680115823365742593,9,10,Ozzy,2015-12-24 00:00:00,2018-10-15 20:00:00,None 
1723,680100725817409536,11,10,None,2015-12-24 00:00:00,2018-10-15 19:00:00,pupper
1724,680085611152338944,12,10,None,2015-12-24 00:00:00,2018-10-15 18:00:00,None 
1725,680070545539371008,9,10,Emmie,2015-12-24 00:00:00,2018-10-15 17:00:00,None 
1726,680055455951884288,10,10,Sammy,2015-12-24 00:00:00,2018-10-15 16:00:00,None 
1727,679877062409191424,5,10,Penelope,2015-12-24 00:00:00,2018-10-15 04:11:00,None 
1728,679872969355714560,10,10,Rocco,2015-12-24 00:00:00,2018-10-15 03:55:00,None 
1729,679862121895714818,11,10,None,2015-12-24 00:00:00,2018-10-15 03:12:00,None 
1730,679854723806179328,7,10,Bruce,2015-12-24 00:00:00,2018-10-15 02:42:00,None 
1731,679844490799091713,10,10,Willie,2015-12-24 00:00:00,2018-10-15 02:02:00,None 
1732,679828447187857408,13,10,None,2015-12-24 00:00:00,2018-10-15 00:58:00,pupper
1733,679777920601223168,10,10,Rinna,2015-12-23 00:00:00,2018-10-15 21:37:00,pupper
1734,679736210798047232,9,10,None,2015-12-23 00:00:00,2018-10-15 18:51:00,None 
1735,679729593985699840,8,10,Hunter,2015-12-23 00:00:00,2018-10-15 18:25:00,None 
1736,679722016581222400,8,10,Mike,2015-12-23 00:00:00,2018-10-15 17:55:00,None 
1737,679530280114372609,7,10,None,2015-12-23 00:00:00,2018-10-15 05:13:00,None 
1738,679527802031484928,11,10,None,2015-12-23 00:00:00,2018-10-15 05:03:00,pupper
1739,679511351870550016,7,10,William,2015-12-23 00:00:00,2018-10-15 03:58:00,None 
1740,679503373272485890,8,10,Dwight,2015-12-23 00:00:00,2018-10-15 03:26:00,pupper
1741,679475951516934144,9,10,Evy,2015-12-23 00:00:00,2018-10-15 01:37:00,None 
1742,679462823135686656,11,10,Hurley,2015-12-23 00:00:00,2018-10-15 00:45:00,None 
1743,679405845277462528,10,10,None,2015-12-22 00:00:00,2018-10-15 20:59:00,None 
1744,679158373988876288,11,10,Rubio,2015-12-22 00:00:00,2018-10-15 04:35:00,None 
1745,679148763231985668,8,10,None,2015-12-22 00:00:00,2018-10-15 03:57:00,None 
1746,679132435750195208,10,10,Louis,2015-12-22 00:00:00,2018-10-15 02:52:00,None 
1747,679111216690831360,12,10,officially,2015-12-22 00:00:00,2018-10-15 01:28:00,None 
1748,679062614270468097,11,10,Chompsky,2015-12-21 00:00:00,2018-10-15 22:15:00,None 
1749,679047485189439488,9,10,None,2015-12-21 00:00:00,2018-10-15 21:15:00,None 
1750,679001094530465792,11,10,Rascal,2015-12-21 00:00:00,2018-10-15 18:10:00,None 
1751,678991772295516161,12,10,None,2015-12-21 00:00:00,2018-10-15 17:33:00,None 
1752,678969228704284672,11,10,Lola,2015-12-21 00:00:00,2018-10-15 16:04:00,None 
1753,678800283649069056,12,10,None,2015-12-21 00:00:00,2018-10-15 04:52:00,pupper
1754,678798276842360832,7,10,Linda,2015-12-21 00:00:00,2018-10-15 04:44:00,None 
1755,678774928607469569,11,10,Tug,2015-12-21 00:00:00,2018-10-15 03:12:00,None 
1756,678767140346941444,8,10,Mia,2015-12-21 00:00:00,2018-10-15 02:41:00,None 
1757,678764513869611008,10,10,Wilson,2015-12-21 00:00:00,2018-10-15 02:30:00,None 
1758,678755239630127104,10,10,Dash,2015-12-21 00:00:00,2018-10-15 01:53:00,None 
1759,678740035362037760,6,10,Tango,2015-12-21 00:00:00,2018-10-15 00:53:00,None 
1760,678708137298427904,10,10,None,2015-12-20 00:00:00,2018-10-15 22:46:00,pupper
1761,678675843183484930,2,10,None,2015-12-20 00:00:00,2018-10-15 20:38:00,None 
1762,678643457146150913,10,10,Grizz,2015-12-20 00:00:00,2018-10-15 18:29:00,None 
1763,678446151570427904,10,10,None,2015-12-20 00:00:00,2018-10-15 05:25:00,None 
1764,678424312106393600,2,10,Crystal,2015-12-20 00:00:00,2018-10-15 03:58:00,None 
1765,678410210315247616,10,10,Jerome,2015-12-20 00:00:00,2018-10-15 03:02:00,None 
1766,678399652199309312,12,10,None,2015-12-20 00:00:00,2018-10-15 02:20:00,None 
1767,678396796259975168,12,10,None,2015-12-20 00:00:00,2018-10-15 02:09:00,None 
1768,678389028614488064,11,10,Bella,2015-12-20 00:00:00,2018-10-15 01:38:00,pupper
1769,678380236862578688,10,10,Crumpet,2015-12-20 00:00:00,2018-10-15 01:03:00,None 
1770,678341075375947776,12,10,None,2015-12-19 00:00:00,2018-10-15 22:28:00,pupper
1771,678334497360859136,10,10,Rosie,2015-12-19 00:00:00,2018-10-15 22:02:00,None 
1772,678278586130948096,10,10,None,2015-12-19 00:00:00,2018-10-15 18:19:00,pupper
1773,678255464182861824,9,10,Jessifer,2015-12-19 00:00:00,2018-10-15 16:47:00,None 
1774,678023323247357953,13,10,None,2015-12-19 00:00:00,2018-10-15 01:25:00,None 
1775,678021115718029313,12,10,Reese,2015-12-19 00:00:00,2018-10-15 01:16:00,None 
1776,677961670166224897,11,10,Izzy,2015-12-18 00:00:00,2018-10-15 21:20:00,None 
1777,677918531514703872,10,10,None,2015-12-18 00:00:00,2018-10-15 18:29:00,None 
1778,677895101218201600,9,10,None,2015-12-18 00:00:00,2018-10-15 16:56:00,None 
1779,677716515794329600,144,120,None,2015-12-18 00:00:00,2018-10-15 05:06:00,None 
1780,677700003327029250,10,10,Ralph,2015-12-18 00:00:00,2018-10-15 04:00:00,None 
1781,677698403548192770,9,10,Sadie,2015-12-18 00:00:00,2018-10-15 03:54:00,None 
1782,677687604918272002,11,10,None,2015-12-18 00:00:00,2018-10-15 03:11:00,None 
1783,677673981332312066,9,10,None,2015-12-18 00:00:00,2018-10-15 02:17:00,None 
1784,677662372920729601,12,10,None,2015-12-18 00:00:00,2018-10-15 01:31:00,None 
1785,677644091929329666,11,10,None,2015-12-18 00:00:00,2018-10-15 00:18:00,None 
1786,677573743309385728,10,10,Sandy,2015-12-17 00:00:00,2018-10-15 19:39:00,None 
1787,677565715327688705,6,10,None,2015-12-17 00:00:00,2018-10-15 19:07:00,None 
1788,677557565589463040,10,10,None,2015-12-17 00:00:00,2018-10-15 18:34:00,pupper
1789,677547928504967168,12,10,None,2015-12-17 00:00:00,2018-10-15 17:56:00,None 
1790,677530072887205888,9,10,Axel,2015-12-17 00:00:00,2018-10-15 16:45:00,None 
1791,677335745548390400,12,10,None,2015-12-17 00:00:00,2018-10-15 03:53:00,None 
1792,677334615166730240,9,10,None,2015-12-17 00:00:00,2018-10-15 03:48:00,None 
1793,677331501395156992,9,10,Humphrey,2015-12-17 00:00:00,2018-10-15 03:36:00,None 
1794,677328882937298944,10,10,Derek,2015-12-17 00:00:00,2018-10-15 03:26:00,None 
1795,677314812125323265,10,10,Tassy,2015-12-17 00:00:00,2018-10-15 02:30:00,None 
1796,677301033169788928,5,10,Juckson,2015-12-17 00:00:00,2018-10-15 01:35:00,None 
1797,677269281705472000,10,10,None,2015-12-16 00:00:00,2018-10-15 23:29:00,pupper
1798,677228873407442944,11,10,Chuq,2015-12-16 00:00:00,2018-10-15 20:48:00,None 
1799,677187300187611136,9,10,None,2015-12-16 00:00:00,2018-10-15 18:03:00,None 
1800,676975532580409345,11,10,Cooper,2015-12-16 00:00:00,2018-10-15 04:01:00,None 
1801,676957860086095872,10,10,None,2015-12-16 00:00:00,2018-10-15 02:51:00,None 
1802,676949632774234114,8,10,Tyrus,2015-12-16 00:00:00,2018-10-15 02:19:00,None 
1803,676948236477857792,6,10,Karl,2015-12-16 00:00:00,2018-10-15 02:13:00,None 
1804,676946864479084545,12,10,None,2015-12-16 00:00:00,2018-10-15 02:08:00,None 
1805,676942428000112642,9,10,None,2015-12-16 00:00:00,2018-10-15 01:50:00,None 
1806,676936541936185344,8,10,None,2015-12-16 00:00:00,2018-10-15 01:27:00,pupper
1807,676916996760600576,10,10,None,2015-12-16 00:00:00,2018-10-15 00:09:00,pupper
1808,676897532954456065,5,10,None,2015-12-15 00:00:00,2018-10-15 22:52:00,None 
1809,676864501615042560,10,10,Ash,2015-12-15 00:00:00,2018-10-15 20:40:00,None 
1810,676821958043033607,11,10,None,2015-12-15 00:00:00,2018-10-15 17:51:00,None 
1811,676819651066732545,12,10,None,2015-12-15 00:00:00,2018-10-15 17:42:00,pupper
1812,676811746707918848,9,10,Penny,2015-12-15 00:00:00,2018-10-15 17:11:00,None 
1813,676776431406465024,10,10,None,2015-12-15 00:00:00,2018-10-15 14:50:00,None 
1814,676617503762681856,13,10,None,2015-12-15 00:00:00,2018-10-15 04:19:00,pupper
1815,676613908052996102,12,10,None,2015-12-15 00:00:00,2018-10-15 04:05:00,None 
1816,676606785097199616,12,10,None,2015-12-15 00:00:00,2018-10-15 03:36:00,None 
1817,676603393314578432,9,10,Godzilla,2015-12-15 00:00:00,2018-10-15 03:23:00,pupper
1818,676593408224403456,11,10,None,2015-12-15 00:00:00,2018-10-15 02:43:00,pupper
1819,676590572941893632,7,10,None,2015-12-15 00:00:00,2018-10-15 02:32:00,None 
1820,676588346097852417,5,10,Bubbles,2015-12-15 00:00:00,2018-10-15 02:23:00,None 
1821,676582956622721024,8,10,Vinnie,2015-12-15 00:00:00,2018-10-15 02:02:00,None 
1822,676575501977128964,8,10,None,2015-12-15 00:00:00,2018-10-15 01:32:00,pupper
1823,676533798876651520,12,10,None,2015-12-14 00:00:00,2018-10-15 22:46:00,None 
1824,676496375194980353,9,10,Griffin,2015-12-14 00:00:00,2018-10-15 20:17:00,None 
1825,676470639084101634,11,10,None,2015-12-14 00:00:00,2018-10-15 18:35:00,pupper
1826,676440007570247681,11,10,None,2015-12-14 00:00:00,2018-10-15 16:34:00,None 
1827,676430933382295552,10,10,Duke,2015-12-14 00:00:00,2018-10-15 15:57:00,None 
1828,676263575653122048,10,10,None,2015-12-14 00:00:00,2018-10-15 04:52:00,pupper
1829,676237365392908289,8,10,Winston,2015-12-14 00:00:00,2018-10-15 03:08:00,None 
1830,676219687039057920,10,10,Kenneth,2015-12-14 00:00:00,2018-10-15 01:58:00,None 
1831,676215927814406144,9,10,Herm,2015-12-14 00:00:00,2018-10-15 01:43:00,None 
1832,676191832485810177,10,10,None,2015-12-14 00:00:00,2018-10-15 00:07:00,None 
1833,676146341966438401,10,10,Bert,2015-12-13 00:00:00,2018-10-15 21:07:00,None 
1834,676121918416756736,8,10,None,2015-12-13 00:00:00,2018-10-15 19:30:00,None 
1835,676101918813499392,11,10,Striker,2015-12-13 00:00:00,2018-10-15 18:10:00,None 
1836,676098748976615425,3,10,None,2015-12-13 00:00:00,2018-10-15 17:57:00,None 
1837,676089483918516224,9,10,None,2015-12-13 00:00:00,2018-10-15 17:21:00,None 
1838,675898130735476737,10,10,None,2015-12-13 00:00:00,2018-10-15 04:40:00,pupper
1839,675891555769696257,6,10,Donny,2015-12-13 00:00:00,2018-10-15 04:14:00,None 
1840,675888385639251968,10,10,None,2015-12-13 00:00:00,2018-10-15 04:02:00,None 
1841,675878199931371520,11,10,None,2015-12-13 00:00:00,2018-10-15 03:21:00,None 
1842,675870721063669760,11,10,None,2015-12-13 00:00:00,2018-10-15 02:51:00,None 
1843,675853064436391936,88,80,None,2015-12-13 00:00:00,2018-10-15 01:41:00,None 
1844,675849018447167488,9,10,None,2015-12-13 00:00:00,2018-10-15 01:25:00,None 
1845,675845657354215424,10,10,Pepper,2015-12-13 00:00:00,2018-10-15 01:12:00,pupper
1846,675822767435051008,10,10,None,2015-12-12 00:00:00,2018-10-15 23:41:00,None 
1847,675820929667219457,11,10,None,2015-12-12 00:00:00,2018-10-15 23:34:00,None 
1848,675798442703122432,10,10,Bernie,2015-12-12 00:00:00,2018-10-15 22:04:00,None 
1849,675781562965868544,11,10,Buddah,2015-12-12 00:00:00,2018-10-15 20:57:00,None 
1850,675740360753160193,12,10,None,2015-12-12 00:00:00,2018-10-15 18:13:00,pupper
1851,675710890956750848,12,10,Lenny,2015-12-12 00:00:00,2018-10-15 16:16:00,None 
1852,675707330206547968,11,10,None,2015-12-12 00:00:00,2018-10-15 16:02:00,None 
1853,675706639471788032,10,10,None,2015-12-12 00:00:00,2018-10-15 15:59:00,None 
1854,675534494439489536,11,10,None,2015-12-12 00:00:00,2018-10-15 04:35:00,None 
1855,675531475945709568,10,10,Ellie,2015-12-12 00:00:00,2018-10-15 04:23:00,None 
1856,675522403582218240,10,10,Sammy,2015-12-12 00:00:00,2018-10-15 03:47:00,None 
1857,675517828909424640,12,10,None,2015-12-12 00:00:00,2018-10-15 03:29:00,None 
1858,675501075957489664,13,10,None,2015-12-12 00:00:00,2018-10-15 02:23:00,None 
1859,675497103322386432,11,10,Reggie,2015-12-12 00:00:00,2018-10-15 02:07:00,None 
1860,675489971617296384,10,10,None,2015-12-12 00:00:00,2018-10-15 01:38:00,None 
1861,675483430902214656,5,10,None,2015-12-12 00:00:00,2018-10-15 01:12:00,None 
1862,675432746517426176,12,10,None,2015-12-11 00:00:00,2018-10-15 21:51:00,None 
1863,675372240448454658,13,10,None,2015-12-11 00:00:00,2018-10-15 17:51:00,None 
1864,675362609739206656,12,10,Daisy,2015-12-11 00:00:00,2018-10-15 17:12:00,None 
1865,675354435921575936,13,10,None,2015-12-11 00:00:00,2018-10-15 16:40:00,None 
1866,675349384339542016,13,10,None,2015-12-11 00:00:00,2018-10-15 16:20:00,None 
1867,675334060156301312,12,10,None,2015-12-11 00:00:00,2018-10-15 15:19:00,pupper
1868,675166823650848770,10,10,Arnold,2015-12-11 00:00:00,2018-10-15 04:14:00,None 
1869,675153376133427200,1,10,None,2015-12-11 00:00:00,2018-10-15 03:21:00,None 
1870,675149409102012420,12,10,None,2015-12-11 00:00:00,2018-10-15 03:05:00,None 
1871,675147105808306176,10,10,None,2015-12-11 00:00:00,2018-10-15 02:56:00,None 
1872,675146535592706048,7,10,Coops,2015-12-11 00:00:00,2018-10-15 02:54:00,None 
1873,675145476954566656,9,10,None,2015-12-11 00:00:00,2018-10-15 02:49:00,None 
1874,675135153782571009,5,10,Steven,2015-12-11 00:00:00,2018-10-15 02:08:00,None 
1875,675113801096802304,10,10,Zuzu,2015-12-11 00:00:00,2018-10-15 00:44:00,pupper
1876,675111688094527488,8,10,Oliver,2015-12-11 00:00:00,2018-10-15 00:35:00,None 
1877,675109292475830276,9,10,None,2015-12-11 00:00:00,2018-10-15 00:26:00,None 
1878,675047298674663426,11,10,None,2015-12-10 00:00:00,2018-10-15 20:19:00,None 
1879,675015141583413248,10,10,Moe,2015-12-10 00:00:00,2018-10-15 18:12:00,None 
1880,675006312288268288,10,10,Mollie,2015-12-10 00:00:00,2018-10-15 17:37:00,pupper
1881,675003128568291329,12,10,Laela,2015-12-10 00:00:00,2018-10-15 17:24:00,None 
1882,674999807681908736,13,10,None,2015-12-10 00:00:00,2018-10-15 17:11:00,None 
1883,674805413498527744,10,10,None,2015-12-10 00:00:00,2018-10-15 04:18:00,None 
1884,674800520222154752,11,10,Tedders,2015-12-10 00:00:00,2018-10-15 03:59:00,None 
1885,674793399141146624,13,10,None,2015-12-10 00:00:00,2018-10-15 03:30:00,None 
1886,674790488185167872,13,10,None,2015-12-10 00:00:00,2018-10-15 03:19:00,None 
1887,674788554665512960,9,10,Maggie,2015-12-10 00:00:00,2018-10-15 03:11:00,None 
1888,674781762103414784,8,10,None,2015-12-10 00:00:00,2018-10-15 02:44:00,None 
1889,674774481756377088,11,10,Superpup,2015-12-10 00:00:00,2018-10-15 02:15:00,pupper
1890,674767892831932416,12,10,None,2015-12-10 00:00:00,2018-10-15 01:49:00,None 
1891,674764817387900928,10,10,None,2015-12-10 00:00:00,2018-10-15 01:37:00,None 
1892,674754018082705410,12,10,None,2015-12-10 00:00:00,2018-10-15 00:54:00,None 
1893,674752233200820224,12,10,None,2015-12-10 00:00:00,2018-10-15 00:47:00,None 
1894,674743008475090944,10,10,Sophie,2015-12-10 00:00:00,2018-10-15 00:10:00,None 
1895,674742531037511680,11,10,None,2015-12-10 00:00:00,2018-10-15 00:08:00,None 
1896,674739953134403584,11,10,None,2015-12-09 00:00:00,2018-10-15 23:58:00,None 
1897,674737130913071104,10,10,Rufio,2015-12-09 00:00:00,2018-10-15 23:47:00,pupper
1898,674690135443775488,3,10,Patrick,2015-12-09 00:00:00,2018-10-15 20:40:00,None 
1899,674670581682434048,9,10,Jeb,2015-12-09 00:00:00,2018-10-15 19:22:00,None 
1900,674664755118911488,10,10,Rodman,2015-12-09 00:00:00,2018-10-15 18:59:00,None 
1901,674646392044941312,5,10,None,2015-12-09 00:00:00,2018-10-15 17:46:00,None 
1902,674644256330530816,11,10,None,2015-12-09 00:00:00,2018-10-15 17:38:00,None 
1903,674638615994089473,12,10,None,2015-12-09 00:00:00,2018-10-15 17:15:00,pupper
1904,674632714662858753,5,10,None,2015-12-09 00:00:00,2018-10-15 16:52:00,None 
1905,674606911342424069,13,10,None,2015-12-09 00:00:00,2018-10-15 15:09:00,None 
1906,674468880899788800,13,10,Louis,2015-12-09 00:00:00,2018-10-15 06:01:00,None 
1907,674447403907457024,10,10,None,2015-12-09 00:00:00,2018-10-15 04:36:00,pupper
1908,674436901579923456,9,10,Bailey,2015-12-09 00:00:00,2018-10-15 03:54:00,None 
1909,674422304705744896,12,10,Ava,2015-12-09 00:00:00,2018-10-15 02:56:00,None 
1910,674416750885273600,10,10,Jonah,2015-12-09 00:00:00,2018-10-15 02:34:00,None 
1911,674410619106390016,10,10,Lenny,2015-12-09 00:00:00,2018-10-15 02:09:00,None 
1912,674394782723014656,8,10,Gary,2015-12-09 00:00:00,2018-10-15 01:07:00,None 
1913,674372068062928900,10,10,Chesney,2015-12-08 00:00:00,2018-10-15 23:36:00,None 
1914,674330906434379776,13,10,None,2015-12-08 00:00:00,2018-10-15 20:53:00,None 
1915,674318007229923329,8,10,Lennon,2015-12-08 00:00:00,2018-10-15 20:01:00,pupper
1916,674307341513269249,12,10,None,2015-12-08 00:00:00,2018-10-15 19:19:00,None 
1917,674291837063053312,11,10,Kenny,2015-12-08 00:00:00,2018-10-15 18:17:00,None 
1918,674271431610523648,10,10,None,2015-12-08 00:00:00,2018-10-15 16:56:00,None 
1919,674269164442398721,8,10,Bob,2015-12-08 00:00:00,2018-10-15 16:47:00,None 
1920,674265582246694913,2,10,Henry,2015-12-08 00:00:00,2018-10-15 16:33:00,None 
1921,674262580978937856,9,10,Gus,2015-12-08 00:00:00,2018-10-15 16:21:00,pupper
1922,674255168825880576,10,10,Bobbay,2015-12-08 00:00:00,2018-10-15 15:52:00,None 
1923,674082852460433408,11,10,None,2015-12-08 00:00:00,2018-10-15 04:27:00,None 
1924,674075285688614912,11,10,Mitch,2015-12-08 00:00:00,2018-10-15 03:57:00,None 
1925,674063288070742018,5,10,Earl,2015-12-08 00:00:00,2018-10-15 03:09:00,None 
1926,674053186244734976,10,10,Stanley,2015-12-08 00:00:00,2018-10-15 02:29:00,None 
1927,674051556661161984,10,10,Lucy,2015-12-08 00:00:00,2018-10-15 02:23:00,None 
1928,674045139690631169,3,10,None,2015-12-08 00:00:00,2018-10-15 01:57:00,None 
1929,674042553264685056,12,10,None,2015-12-08 00:00:00,2018-10-15 01:47:00,None 
1930,674038233588723717,12,10,Kaiya,2015-12-08 00:00:00,2018-10-15 01:30:00,pupper
1931,674036086168010753,9,10,Daisy,2015-12-08 00:00:00,2018-10-15 01:21:00,None 
1932,674024893172875264,10,10,None,2015-12-08 00:00:00,2018-10-15 00:37:00,None 
1933,674019345211760640,10,10,Acro,2015-12-08 00:00:00,2018-10-15 00:15:00,None 
1934,674014384960745472,11,10,Aiden,2015-12-07 00:00:00,2018-10-15 23:55:00,None 
1935,674008982932058114,10,10,None,2015-12-07 00:00:00,2018-10-15 23:33:00,None 
1936,673956914389192708,10,10,None,2015-12-07 00:00:00,2018-10-15 20:07:00,pupper
1937,673919437611909120,11,10,Obie,2015-12-07 00:00:00,2018-10-15 17:38:00,pupper
1938,673906403526995968,3,10,None,2015-12-07 00:00:00,2018-10-15 16:46:00,None 
1939,673887867907739649,10,10,None,2015-12-07 00:00:00,2018-10-15 15:32:00,None 
1940,673716320723169284,1,10,None,2015-12-07 00:00:00,2018-10-15 04:11:00,None 
1941,673715861853720576,4,10,None,2015-12-07 00:00:00,2018-10-15 04:09:00,None 
1942,673711475735838725,10,10,None,2015-12-07 00:00:00,2018-10-15 03:51:00,None 
1943,673709992831262724,12,10,None,2015-12-07 00:00:00,2018-10-15 03:45:00,None 
1944,673708611235921920,12,10,Riley,2015-12-07 00:00:00,2018-10-15 03:40:00,None 
1945,673707060090052608,10,10,Raymond,2015-12-07 00:00:00,2018-10-15 03:34:00,pupper
1946,673705679337693185,8,10,Dot,2015-12-07 00:00:00,2018-10-15 03:28:00,None 
1947,673700254269775872,3,10,None,2015-12-07 00:00:00,2018-10-15 03:07:00,None 
1948,673697980713705472,8,10,Pickles,2015-12-07 00:00:00,2018-10-15 02:58:00,pupper
1949,673689733134946305,11,10,None,2015-12-07 00:00:00,2018-10-15 02:25:00,None 
1950,673688752737402881,9,10,Larry,2015-12-07 00:00:00,2018-10-15 02:21:00,None 
1951,673686845050527744,11,10,George,2015-12-07 00:00:00,2018-10-15 02:13:00,None 
1952,673680198160809984,13,10,Shnuggles,2015-12-07 00:00:00,2018-10-15 01:47:00,None 
1953,673662677122719744,12,10,Kendall,2015-12-07 00:00:00,2018-10-15 00:37:00,None 
1954,673656262056419329,10,10,Albert,2015-12-07 00:00:00,2018-10-15 00:12:00,pupper
1955,673636718965334016,10,10,None,2015-12-06 00:00:00,2018-10-15 22:54:00,None 
1956,673612854080196609,7,10,Jeffri,2015-12-06 00:00:00,2018-10-15 21:19:00,pupper
1957,673583129559498752,11,10,Sandy,2015-12-06 00:00:00,2018-10-15 19:21:00,None 
1958,673580926094458881,8,10,None,2015-12-06 00:00:00,2018-10-15 19:13:00,None 
1959,673576835670777856,7,10,None,2015-12-06 00:00:00,2018-10-15 18:56:00,None 
1960,673363615379013632,11,10,None,2015-12-06 00:00:00,2018-10-15 04:49:00,pupper
1961,673359818736984064,8,10,Steve,2015-12-06 00:00:00,2018-10-15 04:34:00,None 
1962,673355879178194945,11,10,Koda,2015-12-06 00:00:00,2018-10-15 04:18:00,None 
1963,673352124999274496,12,10,None,2015-12-06 00:00:00,2018-10-15 04:03:00,None 
1964,673350198937153538,9,10,Bella,2015-12-06 00:00:00,2018-10-15 03:56:00,None 
1965,673345638550134785,7,10,Gerald,2015-12-06 00:00:00,2018-10-15 03:38:00,None 
1966,673343217010679808,11,10,None,2015-12-06 00:00:00,2018-10-15 03:28:00,None 
1967,673342308415348736,10,10,Django,2015-12-06 00:00:00,2018-10-15 03:24:00,pupper
1968,673320132811366400,11,10,Frankie,2015-12-06 00:00:00,2018-10-15 01:56:00,None 
1969,673317986296586240,10,10,None,2015-12-06 00:00:00,2018-10-15 01:48:00,None 
1970,673295268553605120,8,10,Eve,2015-12-06 00:00:00,2018-10-15 00:17:00,pupper
1971,673270968295534593,11,10,Mac,2015-12-05 00:00:00,2018-10-15 22:41:00,None 
1972,673240798075449344,6,10,None,2015-12-05 00:00:00,2018-10-15 20:41:00,None 
