,tweet_id,rating_numerator,rating_denominator,name,date,time,stage
1973,673213039743795200,10,10,Dexter,2015-12-05 00:00:00,2018-10-15 18:51:00,None 
1974,673148804208660480,8,10,Fletcher,2015-12-05 00:00:00,2018-10-15 14:35:00,pupper
1975,672997845381865473,12,10,Kenzie,2015-12-05 00:00:00,2018-10-15 04:36:00,None 
1976,672995267319328768,8,10,Pumpkin,2015-12-05 00:00:00,2018-10-15 04:25:00,None 
1977,672988786805112832,10,10,Schnozz,2015-12-05 00:00:00,2018-10-15 04:00:00,pupper
1978,672984142909456390,9,10,None,2015-12-05 00:00:00,2018-10-15 03:41:00,None 
1979,672980819271634944,5,10,None,2015-12-05 00:00:00,2018-10-15 03:28:00,None 
1980,672975131468300288,10,10,Chuckles,2015-12-05 00:00:00,2018-10-15 03:05:00,pupper
1981,672970152493887488,7,10,Chet,2015-12-05 00:00:00,2018-10-15 02:46:00,pupper
1982,672968025906282496,11,10,Gustaf,2015-12-05 00:00:00,2018-10-15 02:37:00,None 
1983,672964561327235073,10,10,Terry,2015-12-05 00:00:00,2018-10-15 02:23:00,None 
1984,672902681409806336,9,10,Jimison,2015-12-04 00:00:00,2018-10-15 22:17:00,None 
1985,672898206762672129,11,10,Cheryl,2015-12-04 00:00:00,2018-10-15 22:00:00,pupper
1986,672884426393653248,6,10,None,2015-12-04 00:00:00,2018-10-15 21:05:00,None 
1987,672877615439593473,8,10,Oscar,2015-12-04 00:00:00,2018-10-15 20:38:00,None 
1988,672834301050937345,10,10,Ed,2015-12-04 00:00:00,2018-10-15 17:46:00,None 
1989,672828477930868736,9,10,Jerry,2015-12-04 00:00:00,2018-10-15 17:23:00,None 
1990,672640509974827008,9,10,Leonidas,2015-12-04 00:00:00,2018-10-15 04:56:00,None 
1991,672622327801233409,12,10,None,2015-12-04 00:00:00,2018-10-15 03:43:00,pupper
1992,672614745925664768,6,10,Norman,2015-12-04 00:00:00,2018-10-15 03:13:00,pupper
1993,672609152938721280,9,10,Caryl,2015-12-04 00:00:00,2018-10-15 02:51:00,None 
1994,672604026190569472,11,10,None,2015-12-04 00:00:00,2018-10-15 02:31:00,None 
1995,672594978741354496,9,10,Scott,2015-12-04 00:00:00,2018-10-15 01:55:00,pupper
1996,672591762242805761,10,10,Taz,2015-12-04 00:00:00,2018-10-15 01:42:00,None 
1997,672591271085670400,8,10,None,2015-12-04 00:00:00,2018-10-15 01:40:00,None 
1998,672538107540070400,7,10,Darby,2015-12-03 00:00:00,2018-10-15 22:09:00,None 
1999,672523490734551040,10,10,None,2015-12-03 00:00:00,2018-10-15 21:11:00,None 
2000,672488522314567680,10,10,Jackie,2015-12-03 00:00:00,2018-10-15 18:52:00,None 
2001,672482722825261057,10,10,None,2015-12-03 00:00:00,2018-10-15 18:29:00,None 
2002,672481316919734272,12,10,Jazz,2015-12-03 00:00:00,2018-10-15 18:23:00,pupper
2003,672475084225949696,8,10,Buddy,2015-12-03 00:00:00,2018-10-15 17:58:00,None 
2004,672466075045466113,12,10,Franq,2015-12-03 00:00:00,2018-10-15 17:23:00,None 
2005,672272411274932228,11,10,Pippin,2015-12-03 00:00:00,2018-10-15 04:33:00,None 
2006,672267570918129665,10,10,None,2015-12-03 00:00:00,2018-10-15 04:14:00,None 
2007,672264251789176834,10,10,Kreg,2015-12-03 00:00:00,2018-10-15 04:01:00,None 
2008,672256522047614977,8,10,None,2015-12-03 00:00:00,2018-10-15 03:30:00,None 
2009,672254177670729728,11,10,Rolf,2015-12-03 00:00:00,2018-10-15 03:21:00,pupper
2010,672248013293752320,10,10,None,2015-12-03 00:00:00,2018-10-15 02:56:00,None 
2011,672245253877968896,12,10,Snickers,2015-12-03 00:00:00,2018-10-15 02:45:00,None 
2012,672239279297454080,7,10,Ridley,2015-12-03 00:00:00,2018-10-15 02:21:00,None 
2013,672231046314901505,5,10,None,2015-12-03 00:00:00,2018-10-15 01:49:00,None 
2014,672222792075620352,9,10,Cal,2015-12-03 00:00:00,2018-10-15 01:16:00,None 
2015,672205392827572224,9,10,Opal,2015-12-03 00:00:00,2018-10-15 00:07:00,pupper
2016,672169685991993344,10,10,Bradley,2015-12-02 00:00:00,2018-10-15 21:45:00,None 
2017,672160042234327040,8,10,Bubba,2015-12-02 00:00:00,2018-10-15 21:06:00,pupper
2018,672139350159835138,12,10,None,2015-12-02 00:00:00,2018-10-15 19:44:00,None 
2019,672125275208069120,11,10,None,2015-12-02 00:00:00,2018-10-15 18:48:00,None 
2020,672095186491711488,9,10,Tuco,2015-12-02 00:00:00,2018-10-15 16:49:00,None 
2021,672082170312290304,11,10,Patch,2015-12-02 00:00:00,2018-10-15 15:57:00,None 
2022,672068090318987265,7,10,Gizmo,2015-12-02 00:00:00,2018-10-15 15:01:00,None 
2023,671896809300709376,10,10,Lola,2015-12-02 00:00:00,2018-10-15 03:40:00,None 
2024,671891728106971137,11,10,Mojo,2015-12-02 00:00:00,2018-10-15 03:20:00,None 
2025,671882082306625538,11,10,Batdog,2015-12-02 00:00:00,2018-10-15 02:42:00,None 
2026,671879137494245376,5,10,Brad,2015-12-02 00:00:00,2018-10-15 02:30:00,None 
2027,671874878652489728,10,10,Mia,2015-12-02 00:00:00,2018-10-15 02:13:00,None 
2028,671866342182637568,10,10,Dylan,2015-12-02 00:00:00,2018-10-15 01:39:00,None 
2029,671855973984772097,8,10,None,2015-12-02 00:00:00,2018-10-15 00:58:00,None 
2030,671789708968640512,13,10,space,2015-12-01 00:00:00,2018-10-15 20:35:00,None 
2031,671768281401958400,10,10,None,2015-12-01 00:00:00,2018-10-15 19:10:00,None 
2032,671763349865160704,9,10,Mark,2015-12-01 00:00:00,2018-10-15 18:50:00,None 
2033,671744970634719232,6,10,None,2015-12-01 00:00:00,2018-10-15 17:37:00,None 
2034,671743150407421952,11,10,None,2015-12-01 00:00:00,2018-10-15 17:30:00,None 
2035,671735591348891648,11,10,Oscar,2015-12-01 00:00:00,2018-10-15 17:00:00,None 
2036,671729906628341761,13,10,None,2015-12-01 00:00:00,2018-10-15 16:37:00,None 
2037,671561002136281088,13,10,None,2015-12-01 00:00:00,2018-10-15 05:26:00,None 
2038,671550332464455680,1,10,None,2015-12-01 00:00:00,2018-10-15 04:44:00,None 
2039,671547767500775424,10,10,Marley,2015-12-01 00:00:00,2018-10-15 04:33:00,None 
2040,671544874165002241,6,10,None,2015-12-01 00:00:00,2018-10-15 04:22:00,None 
2041,671542985629241344,10,10,JD,2015-12-01 00:00:00,2018-10-15 04:14:00,None 
2042,671538301157904385,8,10,Baxter,2015-12-01 00:00:00,2018-10-15 03:56:00,None 
2043,671536543010570240,9,10,Reginald,2015-12-01 00:00:00,2018-10-15 03:49:00,None 
2044,671533943490011136,6,10,None,2015-12-01 00:00:00,2018-10-15 03:39:00,None 
2045,671528761649688577,10,10,Jax,2015-12-01 00:00:00,2018-10-15 03:18:00,None 
2046,671520732782923777,10,10,Alejandro,2015-12-01 00:00:00,2018-10-15 02:46:00,None 
2047,671518598289059840,9,10,Scruffers,2015-12-01 00:00:00,2018-10-15 02:38:00,None 
2048,671511350426865664,8,10,Hammond,2015-12-01 00:00:00,2018-10-15 02:09:00,None 
2049,671504605491109889,11,10,Charlie,2015-12-01 00:00:00,2018-10-15 01:42:00,None 
2050,671497587707535361,11,10,Pip,2015-12-01 00:00:00,2018-10-15 01:14:00,None 
2051,671488513339211776,8,10,Julius,2015-12-01 00:00:00,2018-10-15 00:38:00,None 
2052,671486386088865792,10,10,Malcolm,2015-12-01 00:00:00,2018-10-15 00:30:00,None 
2053,671485057807351808,11,10,Penelope,2015-12-01 00:00:00,2018-10-15 00:24:00,None 
2054,671390180817915904,7,10,None,2015-11-30 00:00:00,2018-10-15 18:07:00,None 
2055,671362598324076544,11,10,Tanner,2015-11-30 00:00:00,2018-10-15 16:18:00,None 
2056,671357843010908160,9,10,None,2015-11-30 00:00:00,2018-10-15 15:59:00,None 
2057,671355857343524864,10,10,Lou,2015-11-30 00:00:00,2018-10-15 15:51:00,None 
2058,671347597085433856,9,10,Lola,2015-11-30 00:00:00,2018-10-15 15:18:00,None 
2059,671186162933985280,10,10,Sparky,2015-11-30 00:00:00,2018-10-15 04:37:00,None 
2060,671182547775299584,12,10,None,2015-11-30 00:00:00,2018-10-15 04:22:00,None 
2061,671166507850801152,10,10,Herm,2015-11-30 00:00:00,2018-10-15 03:18:00,None 
2062,671163268581498880,8,10,None,2015-11-30 00:00:00,2018-10-15 03:06:00,None 
2063,671159727754231808,5,10,Anthony,2015-11-30 00:00:00,2018-10-15 02:52:00,None 
2064,671154572044468225,11,10,Holly,2015-11-30 00:00:00,2018-10-15 02:31:00,None 
2065,671151324042559489,12,10,None,2015-11-30 00:00:00,2018-10-15 02:18:00,None 
2066,671147085991960577,9,10,None,2015-11-30 00:00:00,2018-10-15 02:01:00,None 
2067,671141549288370177,9,10,None,2015-11-30 00:00:00,2018-10-15 01:39:00,None 
2068,671138694582165504,10,10,None,2015-11-30 00:00:00,2018-10-15 01:28:00,None 
2069,671134062904504320,8,10,Clarence,2015-11-30 00:00:00,2018-10-15 01:10:00,None 
2070,671122204919246848,4,10,None,2015-11-30 00:00:00,2018-10-15 00:22:00,None 
2071,671115716440031232,6,10,Phred,2015-11-29 00:00:00,2018-10-15 23:57:00,None 
2072,671109016219725825,8,10,Toby,2015-11-29 00:00:00,2018-10-15 23:30:00,None 
2073,670995969505435648,12,10,None,2015-11-29 00:00:00,2018-10-15 16:01:00,None 
2074,670842764863651840,420,10,None,2015-11-29 00:00:00,2018-10-15 05:52:00,None 
2075,670840546554966016,10,10,Colby,2015-11-29 00:00:00,2018-10-15 05:43:00,None 
2076,670838202509447168,4,10,None,2015-11-29 00:00:00,2018-10-15 05:34:00,None 
2077,670833812859932673,7,10,Jett,2015-11-29 00:00:00,2018-10-15 05:16:00,None 
2078,670832455012716544,10,10,Amy,2015-11-29 00:00:00,2018-10-15 05:11:00,None 
2079,670826280409919488,2,10,None,2015-11-29 00:00:00,2018-10-15 04:47:00,None 
2080,670823764196741120,12,10,Remington,2015-11-29 00:00:00,2018-10-15 04:37:00,None 
2081,670822709593571328,10,10,None,2015-11-29 00:00:00,2018-10-15 04:32:00,None 
2082,670815497391357952,10,10,Sage,2015-11-29 00:00:00,2018-10-15 04:04:00,None 
2083,670811965569282048,10,10,Maggie,2015-11-29 00:00:00,2018-10-15 03:50:00,None 
2084,670807719151067136,11,10,Andy,2015-11-29 00:00:00,2018-10-15 03:33:00,None 
2085,670804601705242624,10,10,Mason,2015-11-29 00:00:00,2018-10-15 03:20:00,None 
2086,670803562457407488,10,10,None,2015-11-29 00:00:00,2018-10-15 03:16:00,None 
2087,670797304698376195,11,10,Trigger,2015-11-29 00:00:00,2018-10-15 02:51:00,None 
2088,670792680469889025,7,10,Antony,2015-11-29 00:00:00,2018-10-15 02:33:00,None 
2089,670789397210615808,9,10,None,2015-11-29 00:00:00,2018-10-15 02:20:00,None 
2090,670786190031921152,8,10,Creg,2015-11-29 00:00:00,2018-10-15 02:07:00,None 
2091,670783437142401025,1,10,None,2015-11-29 00:00:00,2018-10-15 01:56:00,None 
2092,670782429121134593,5,10,None,2015-11-29 00:00:00,2018-10-15 01:52:00,None 
2093,670780561024270336,7,10,Traviss,2015-11-29 00:00:00,2018-10-15 01:45:00,None 
2094,670778058496974848,10,10,None,2015-11-29 00:00:00,2018-10-15 01:35:00,None 
2095,670764103623966721,10,10,Vincent,2015-11-29 00:00:00,2018-10-15 00:39:00,None 
2096,670755717859713024,9,10,Gin,2015-11-29 00:00:00,2018-10-15 00:06:00,None 
2097,670733412878163972,8,10,Jerry,2015-11-28 00:00:00,2018-10-15 22:38:00,None 
2098,670727704916926465,10,10,Jeffrie,2015-11-28 00:00:00,2018-10-15 22:15:00,None 
2099,670717338665226240,12,10,None,2015-11-28 00:00:00,2018-10-15 21:34:00,None 
2100,670704688707301377,6,10,Danny,2015-11-28 00:00:00,2018-10-15 20:43:00,None 
2101,670691627984359425,8,10,Ester,2015-11-28 00:00:00,2018-10-15 19:51:00,None 
2102,670679630144274432,8,10,Pluto,2015-11-28 00:00:00,2018-10-15 19:04:00,None 
2103,670676092097810432,8,10,Bloo,2015-11-28 00:00:00,2018-10-15 18:50:00,None 
2104,670668383499735048,10,10,Phineas,2015-11-28 00:00:00,2018-10-15 18:19:00,None 
2105,670474236058800128,10,10,None,2015-11-28 00:00:00,2018-10-15 05:28:00,None 
2106,670468609693655041,10,10,Edd,2015-11-28 00:00:00,2018-10-15 05:05:00,None 
2107,670465786746662913,7,10,None,2015-11-28 00:00:00,2018-10-15 04:54:00,None 
2108,670452855871037440,11,10,None,2015-11-28 00:00:00,2018-10-15 04:03:00,None 
2109,670449342516494336,5,10,None,2015-11-28 00:00:00,2018-10-15 03:49:00,None 
2110,670444955656130560,10,10,Paull,2015-11-28 00:00:00,2018-10-15 03:31:00,None 
2111,670442337873600512,11,10,Koda,2015-11-28 00:00:00,2018-10-15 03:21:00,None 
2112,670435821946826752,10,10,None,2015-11-28 00:00:00,2018-10-15 02:55:00,None 
2113,670434127938719744,11,10,Hank,2015-11-28 00:00:00,2018-10-15 02:48:00,None 
2114,670433248821026816,10,10,Sam,2015-11-28 00:00:00,2018-10-15 02:45:00,None 
2115,670428280563085312,11,10,Willy,2015-11-28 00:00:00,2018-10-15 02:25:00,None 
2116,670427002554466305,9,10,None,2015-11-28 00:00:00,2018-10-15 02:20:00,None 
2117,670421925039075328,12,10,Herb,2015-11-28 00:00:00,2018-10-15 02:00:00,None 
2118,670420569653809152,10,10,Damon,2015-11-28 00:00:00,2018-10-15 01:54:00,None 
2119,670417414769758208,6,10,None,2015-11-28 00:00:00,2018-10-15 01:42:00,None 
2120,670411370698022913,12,10,Scooter,2015-11-28 00:00:00,2018-10-15 01:18:00,None 
2121,670408998013820928,10,10,Peanut,2015-11-28 00:00:00,2018-10-15 01:08:00,None 
2122,670403879788544000,10,10,Nigel,2015-11-28 00:00:00,2018-10-15 00:48:00,None 
2123,670385711116361728,8,10,Larry,2015-11-27 00:00:00,2018-10-15 23:36:00,None 
2124,670374371102445568,12,10,Daisy,2015-11-27 00:00:00,2018-10-15 22:51:00,None 
2125,670361874861563904,9,10,None,2015-11-27 00:00:00,2018-10-15 22:01:00,None 
2126,670338931251150849,10,10,Butters,2015-11-27 00:00:00,2018-10-15 20:30:00,None 
2127,670319130621435904,11,10,None,2015-11-27 00:00:00,2018-10-15 19:11:00,None 
2128,670303360680108032,9,10,None,2015-11-27 00:00:00,2018-10-15 18:09:00,None 
2129,670290420111441920,11,10,Sandra,2015-11-27 00:00:00,2018-10-15 17:17:00,None 
2130,670093938074779648,9,10,Wally,2015-11-27 00:00:00,2018-10-15 04:16:00,None 
2131,670086499208155136,10,10,None,2015-11-27 00:00:00,2018-10-15 03:47:00,None 
2132,670079681849372674,10,10,Fabio,2015-11-27 00:00:00,2018-10-15 03:20:00,None 
2133,670073503555706880,10,10,Winston,2015-11-27 00:00:00,2018-10-15 02:55:00,None 
2134,670069087419133954,5,10,Randall,2015-11-27 00:00:00,2018-10-15 02:38:00,None 
2135,670061506722140161,11,10,Liam,2015-11-27 00:00:00,2018-10-15 02:08:00,None 
2136,670055038660800512,3,10,Tommy,2015-11-27 00:00:00,2018-10-15 01:42:00,None 
2137,670046952931721218,11,10,Ben,2015-11-27 00:00:00,2018-10-15 01:10:00,None 
2138,670040295598354432,10,10,None,2015-11-27 00:00:00,2018-10-15 00:43:00,None 
2139,670037189829525505,5,10,None,2015-11-27 00:00:00,2018-10-15 00:31:00,None 
2140,670003130994700288,10,10,Raphael,2015-11-26 00:00:00,2018-10-15 22:16:00,None 
2141,669993076832759809,9,10,Zoey,2015-11-26 00:00:00,2018-10-15 21:36:00,None 
2142,669972011175813120,10,10,None,2015-11-26 00:00:00,2018-10-15 20:12:00,None 
2143,669970042633789440,10,10,Julio,2015-11-26 00:00:00,2018-10-15 20:04:00,None 
2144,669942763794931712,11,10,Andru,2015-11-26 00:00:00,2018-10-15 18:16:00,None 
2145,669926384437997569,12,10,None,2015-11-26 00:00:00,2018-10-15 17:11:00,None 
2146,669923323644657664,10,10,None,2015-11-26 00:00:00,2018-10-15 16:59:00,None 
2147,669753178989142016,10,10,Chester,2015-11-26 00:00:00,2018-10-15 05:42:00,None 
2148,669749430875258880,8,10,Clarence,2015-11-26 00:00:00,2018-10-15 05:28:00,None 
2149,669684865554620416,11,10,None,2015-11-26 00:00:00,2018-10-15 01:11:00,None 
2150,669683899023405056,10,10,Kloey,2015-11-26 00:00:00,2018-10-15 01:07:00,None 
2151,669682095984410625,9,10,Louie,2015-11-26 00:00:00,2018-10-15 01:00:00,None 
2152,669680153564442624,8,10,Shawwn,2015-11-26 00:00:00,2018-10-15 00:52:00,None 
2153,669661792646373376,5,10,None,2015-11-25 00:00:00,2018-10-15 23:39:00,None 
2154,669625907762618368,12,10,Penny,2015-11-25 00:00:00,2018-10-15 21:17:00,None 
2155,669603084620980224,10,10,None,2015-11-25 00:00:00,2018-10-15 19:46:00,None 
2156,669597912108789760,10,10,Skye,2015-11-25 00:00:00,2018-10-15 19:25:00,None 
2157,669583744538451968,6,10,None,2015-11-25 00:00:00,2018-10-15 18:29:00,None 
2158,669573570759163904,10,10,Linda,2015-11-25 00:00:00,2018-10-15 17:49:00,None 
2159,669571471778410496,7,10,Keith,2015-11-25 00:00:00,2018-10-15 17:40:00,None 
2160,669567591774625800,9,10,Kollin,2015-11-25 00:00:00,2018-10-15 17:25:00,None 
2161,669564461267722241,10,10,None,2015-11-25 00:00:00,2018-10-15 17:13:00,None 
2162,669393256313184256,10,10,Ronduh,2015-11-25 00:00:00,2018-10-15 05:52:00,None 
2163,669375718304980992,6,10,Billl,2015-11-25 00:00:00,2018-10-15 04:43:00,None 
2164,669371483794317312,10,10,Oliviér,2015-11-25 00:00:00,2018-10-15 04:26:00,None 
2165,669367896104181761,10,10,Chip,2015-11-25 00:00:00,2018-10-15 04:11:00,None 
2166,669363888236994561,10,10,None,2015-11-25 00:00:00,2018-10-15 03:56:00,None 
2167,669359674819481600,11,10,Saydee,2015-11-25 00:00:00,2018-10-15 03:39:00,None 
2168,669354382627049472,8,10,Dug,2015-11-25 00:00:00,2018-10-15 03:18:00,None 
2169,669353438988365824,10,10,Tessa,2015-11-25 00:00:00,2018-10-15 03:14:00,None 
2170,669351434509529089,10,10,Sully,2015-11-25 00:00:00,2018-10-15 03:06:00,None 
2171,669328503091937280,12,10,Kirk,2015-11-25 00:00:00,2018-10-15 01:35:00,None 
2172,669327207240699904,13,10,None,2015-11-25 00:00:00,2018-10-15 01:30:00,None 
2173,669324657376567296,11,10,Ralf,2015-11-25 00:00:00,2018-10-15 01:20:00,None 
2174,669216679721873412,8,10,Clarq,2015-11-24 00:00:00,2018-10-15 18:11:00,None 
2175,669214165781868544,10,10,Jaspers,2015-11-24 00:00:00,2018-10-15 18:01:00,None 
2176,669203728096960512,9,10,Samsom,2015-11-24 00:00:00,2018-10-15 17:19:00,None 
2177,669037058363662336,10,10,None,2015-11-24 00:00:00,2018-10-15 06:17:00,None 
2178,669015743032369152,10,10,None,2015-11-24 00:00:00,2018-10-15 04:52:00,None 
2179,669006782128353280,12,10,Tucker,2015-11-24 00:00:00,2018-10-15 04:17:00,None 
2180,669000397445533696,11,10,Terrance,2015-11-24 00:00:00,2018-10-15 03:51:00,None 
2181,668994913074286592,5,10,None,2015-11-24 00:00:00,2018-10-15 03:29:00,None 
2182,668992363537309700,8,10,Harrison,2015-11-24 00:00:00,2018-10-15 03:19:00,None 
2183,668989615043424256,3,10,Bernie,2015-11-24 00:00:00,2018-10-15 03:08:00,None 
2184,668988183816871936,7,10,None,2015-11-24 00:00:00,2018-10-15 03:03:00,None 
2185,668986018524233728,9,10,Ruby,2015-11-24 00:00:00,2018-10-15 02:54:00,None 
2186,668981893510119424,4,10,None,2015-11-24 00:00:00,2018-10-15 02:38:00,None 
2187,668979806671884288,12,10,Chaz,2015-11-24 00:00:00,2018-10-15 02:29:00,None 
2188,668975677807423489,11,10,Jeremy,2015-11-24 00:00:00,2018-10-15 02:13:00,None 
2189,668967877119254528,12,10,None,2015-11-24 00:00:00,2018-10-15 01:42:00,None 
2190,668960084974809088,10,10,Jaycob,2015-11-24 00:00:00,2018-10-15 01:11:00,None 
2191,668955713004314625,10,10,None,2015-11-24 00:00:00,2018-10-15 00:54:00,None 
2192,668932921458302977,9,10,Herald,2015-11-23 00:00:00,2018-10-15 23:23:00,None 
2193,668902994700836864,11,10,Lambeau,2015-11-23 00:00:00,2018-10-15 21:24:00,None 
2194,668892474547511297,11,10,Ruffles,2015-11-23 00:00:00,2018-10-15 20:42:00,None 
2195,668872652652679168,11,10,Amélie,2015-11-23 00:00:00,2018-10-15 19:24:00,None 
2196,668852170888998912,11,10,Bobb,2015-11-23 00:00:00,2018-10-15 18:02:00,None 
2197,668826086256599040,10,10,Banditt,2015-11-23 00:00:00,2018-10-15 16:18:00,None 
2198,668815180734689280,7,10,None,2015-11-23 00:00:00,2018-10-15 15:35:00,None 
2199,668779399630725120,10,10,Kevon,2015-11-23 00:00:00,2018-10-15 13:13:00,None 
2200,668655139528511488,11,10,Winifred,2015-11-23 00:00:00,2018-10-15 04:59:00,None 
2201,668645506898350081,11,10,None,2015-11-23 00:00:00,2018-10-15 04:21:00,None 
2202,668643542311546881,3,10,None,2015-11-23 00:00:00,2018-10-15 04:13:00,None 
2203,668641109086707712,10,10,Hanz,2015-11-23 00:00:00,2018-10-15 04:03:00,None 
2204,668636665813057536,10,10,None,2015-11-23 00:00:00,2018-10-15 03:46:00,None 
2205,668633411083464705,10,10,Churlie,2015-11-23 00:00:00,2018-10-15 03:33:00,None 
2206,668631377374486528,5,10,Zeek,2015-11-23 00:00:00,2018-10-15 03:25:00,None 
2207,668627278264475648,9,10,Timofy,2015-11-23 00:00:00,2018-10-15 03:09:00,None 
2208,668625577880875008,10,10,Maks,2015-11-23 00:00:00,2018-10-15 03:02:00,None 
2209,668623201287675904,10,10,Jomathan,2015-11-23 00:00:00,2018-10-15 02:52:00,None 
2210,668620235289837568,10,10,Kallie,2015-11-23 00:00:00,2018-10-15 02:41:00,None 
2211,668614819948453888,7,10,None,2015-11-23 00:00:00,2018-10-15 02:19:00,None 
2212,668587383441514497,13,10,None,2015-11-23 00:00:00,2018-10-15 00:30:00,None 
2213,668567822092664832,11,10,Marvin,2015-11-22 00:00:00,2018-10-15 23:12:00,None 
2214,668544745690562560,10,10,None,2015-11-22 00:00:00,2018-10-15 21:41:00,None 
2215,668542336805281792,10,10,None,2015-11-22 00:00:00,2018-10-15 21:31:00,None 
2216,668537837512433665,8,10,Spark,2015-11-22 00:00:00,2018-10-15 21:13:00,None 
2217,668528771708952576,12,10,Gòrdón,2015-11-22 00:00:00,2018-10-15 20:37:00,None 
2218,668507509523615744,10,10,None,2015-11-22 00:00:00,2018-10-15 19:13:00,None 
2219,668496999348633600,8,10,Jo,2015-11-22 00:00:00,2018-10-15 18:31:00,None 
2220,668484198282485761,9,10,None,2015-11-22 00:00:00,2018-10-15 17:40:00,None 
2221,668480044826800133,11,10,DayZ,2015-11-22 00:00:00,2018-10-15 17:23:00,None 
2222,668466899341221888,4,10,None,2015-11-22 00:00:00,2018-10-15 16:31:00,None 
2223,668297328638447616,9,10,None,2015-11-22 00:00:00,2018-10-15 05:17:00,None 
2224,668291999406125056,10,10,None,2015-11-22 00:00:00,2018-10-15 04:56:00,None 
2225,668286279830867968,11,10,Rusty,2015-11-22 00:00:00,2018-10-15 04:33:00,None 
2226,668274247790391296,10,10,Sophie,2015-11-22 00:00:00,2018-10-15 03:46:00,None 
2227,668268907921326080,10,10,None,2015-11-22 00:00:00,2018-10-15 03:24:00,None 
2228,668256321989451776,13,10,Jareld,2015-11-22 00:00:00,2018-10-15 02:34:00,None 
2229,668248472370458624,8,10,Bisquick,2015-11-22 00:00:00,2018-10-15 02:03:00,None 
2230,668237644992782336,10,10,Torque,2015-11-22 00:00:00,2018-10-15 01:20:00,None 
2231,668226093875376128,10,10,None,2015-11-22 00:00:00,2018-10-15 00:34:00,None 
2232,668221241640230912,10,10,None,2015-11-22 00:00:00,2018-10-15 00:15:00,None 
2233,668204964695683073,8,10,Ron,2015-11-21 00:00:00,2018-10-15 23:10:00,None 
2234,668190681446379520,12,10,Skittles,2015-11-21 00:00:00,2018-10-15 22:14:00,None 
2235,668171859951755264,7,10,None,2015-11-21 00:00:00,2018-10-15 20:59:00,None 
2236,668154635664932864,9,10,None,2015-11-21 00:00:00,2018-10-15 19:50:00,None 
2237,668142349051129856,2,10,None,2015-11-21 00:00:00,2018-10-15 19:02:00,None 
2238,668113020489474048,6,10,Alfie,2015-11-21 00:00:00,2018-10-15 17:05:00,None 
2239,667937095915278337,3,10,None,2015-11-21 00:00:00,2018-10-15 05:26:00,None 
2240,667924896115245057,9,10,Jiminy,2015-11-21 00:00:00,2018-10-15 04:37:00,None 
2241,667915453470232577,10,10,Otis,2015-11-21 00:00:00,2018-10-15 04:00:00,None 
2242,667911425562669056,5,10,None,2015-11-21 00:00:00,2018-10-15 03:44:00,None 
2243,667902449697558528,9,10,Cleopatricia,2015-11-21 00:00:00,2018-10-15 03:08:00,None 
2244,667886921285246976,11,10,Erik,2015-11-21 00:00:00,2018-10-15 02:07:00,None 
2245,667885044254572545,10,10,Stu,2015-11-21 00:00:00,2018-10-15 01:59:00,None 
2246,667878741721415682,2,10,Tedrick,2015-11-21 00:00:00,2018-10-15 01:34:00,None 
2247,667873844930215936,10,10,None,2015-11-21 00:00:00,2018-10-15 01:15:00,None 
2248,667866724293877760,10,10,Shaggy,2015-11-21 00:00:00,2018-10-15 00:46:00,None 
2249,667861340749471744,9,10,None,2015-11-21 00:00:00,2018-10-15 00:25:00,None 
2250,667832474953625600,12,10,None,2015-11-20 00:00:00,2018-10-15 22:30:00,None 
2251,667806454573760512,10,10,Filup,2015-11-20 00:00:00,2018-10-15 20:47:00,None 
2252,667801013445750784,12,10,None,2015-11-20 00:00:00,2018-10-15 20:25:00,None 
2253,667793409583771648,8,10,None,2015-11-20 00:00:00,2018-10-15 19:55:00,None 
2254,667782464991965184,9,10,None,2015-11-20 00:00:00,2018-10-15 19:12:00,None 
2255,667773195014021121,8,10,None,2015-11-20 00:00:00,2018-10-15 18:35:00,None 
2256,667766675769573376,9,10,Calvin,2015-11-20 00:00:00,2018-10-15 18:09:00,None 
2257,667728196545200128,11,10,Olive,2015-11-20 00:00:00,2018-10-15 15:36:00,None 
2258,667724302356258817,7,10,None,2015-11-20 00:00:00,2018-10-15 15:20:00,None 
2261,667549055577362432,1,10,None,2015-11-20 00:00:00,2018-10-15 03:44:00,None 
2262,667546741521195010,9,10,George,2015-11-20 00:00:00,2018-10-15 03:35:00,None 
2263,667544320556335104,10,10,Kial,2015-11-20 00:00:00,2018-10-15 03:25:00,None 
2264,667538891197542400,9,10,None,2015-11-20 00:00:00,2018-10-15 03:04:00,None 
2265,667534815156183040,8,10,Frank,2015-11-20 00:00:00,2018-10-15 02:47:00,None 
2266,667530908589760512,10,10,Naphaniel,2015-11-20 00:00:00,2018-10-15 02:32:00,None 
2267,667524857454854144,12,10,None,2015-11-20 00:00:00,2018-10-15 02:08:00,None 
2268,667517642048163840,8,10,Dook,2015-11-20 00:00:00,2018-10-15 01:39:00,None 
2269,667509364010450944,12,10,None,2015-11-20 00:00:00,2018-10-15 01:06:00,None 
2270,667502640335572993,11,10,Hall,2015-11-20 00:00:00,2018-10-15 00:40:00,None 
2271,667495797102141441,9,10,Philippe,2015-11-20 00:00:00,2018-10-15 00:12:00,None 
2272,667491009379606528,7,10,None,2015-11-19 00:00:00,2018-10-15 23:53:00,None 
